Mention Type,Mention Date,Outlet or Author,Mention Title,Country,External Mention ID,Mention URL,Research Output Title,Journal/Collection Title,Authors at my Institution,Departments,Output Type,Subjects (FoR),Affiliations (GRID),Publication Date,Altmetric Attention Score,Details Page URL,DOI,ISBN,National Clinical Trial ID,URI,PubMed ID,PubMedCentral ID,Handle.net IDs,ADS Bibcode,arXiv ID,RePEc ID,SSRN,URN
News story,2019-08-29 21:02:00,"Delmarva Public Radio","Search For 'Gay Genes' Comes Up Short In Large New Study",United States,"",http://ct.moreover.com/?a=40065249875&p=1pl&v=1&x=sl2eVHEFvRoQNf8imZC51A,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 21:02:00,"WVXU","Search For 'Gay Genes' Comes Up Short In Large New Study",United States,"",http://ct.moreover.com/?a=40065459633&p=1pl&v=1&x=u9FATwnKsjYDSkAU-Vk66g,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 21:02:00,"WUKY","Search For 'Gay Genes' Comes Up Short In Large New Study",United States,"",http://ct.moreover.com/?a=40065480420&p=1pl&v=1&x=PzMbPVRkapBjeEQNqO05LA,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 20:46:33,"Australasian Science","'Gay gene' search reveals not one but many – and no way to predict sexuality",Australia,"",http://ct.moreover.com/?a=40065082648&p=1pl&v=1&x=D0OHS61C9jBP00rPy5SEgw,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 20:43:01,"Yahoo! News","'No gay gene' says major study, but genetics does influence sexual behaviour",United States,"",http://ct.moreover.com/?a=40065070269&p=1pl&v=1&x=IEULfN2BqkgHPw450lFHNw,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 20:24:18,"Foreign Affairs New Zealand","MIL-Evening Report: ‘Gay gene’ search reveals not one but many – and no way to predict sexuality",New Zealand,"",http://ct.moreover.com/?a=40064963875&p=1pl&v=1&x=_AHUuPkcAHc-S0jsxlao7g,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 20:22:38,"Interlochen Public Radio","Search For 'Gay Genes' Comes Up Short In Large New Study",United States,"",http://ct.moreover.com/?a=40064956773&p=1pl&v=1&x=svxQrRDq5wpnyq9OASeABg,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 20:22:00,"Northern Public Radio","Search For 'Gay Genes' Comes Up Short In Large New Study",United States,"",http://ct.moreover.com/?a=40065208293&p=1pl&v=1&x=uJnxDg7NIPmdASTdjxCTXQ,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 20:22:00,"Georgia Public Radio","Search For 'Gay Genes' Comes Up Short In Large New Study",United States,"",http://feedproxy.google.com/~r/GPBNewsFeed/~3/_7Slg-x7JKM/search-gay-genes-comes-short-large-new-study,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 20:22:00,"Wyoming Public Radio","Search For 'Gay Genes' Comes Up Short In Large New Study",United States,"",http://ct.moreover.com/?a=40065296077&p=1pl&v=1&x=U2QWMcWH5-TBjR4VQ1vCDQ,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 20:22:00,"WJCT","Search For 'Gay Genes' Comes Up Short In Large New Study",United States,"",http://ct.moreover.com/?a=40065089518&p=1pl&v=1&x=y-zRuNOTBxi4GTDnmEjzCg,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 20:22:00,"WKAR","Search For 'Gay Genes' Comes Up Short In Large New Study",United States,"",http://ct.moreover.com/?a=40065094693&p=1pl&v=1&x=zpND3PnnIj4YgR5Ow7hgJA,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 20:21:46,"The University of New Orleans Public Radio ","Search For 'Gay Genes' Comes Up Short In Large New Study",United States,"",http://ct.moreover.com/?a=40064992057&p=1pl&v=1&x=iz-DrpzHCQSLasb7Xfl9Tw,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 20:19:04,"The Independent","",United Kingdom,"","","Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 20:18:00,"Tri States Public Radio","Search For 'Gay Genes' Comes Up Short In Large New Study",United States,"",http://ct.moreover.com/?a=40065160772&p=1pl&v=1&x=lHNEJw7JmW681mZhd_ukEg,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 20:16:55,"Global News","No single gene makes people gay, but genetics play a role: study",Canada,"",http://ct.moreover.com/?a=40064935293&p=1pl&v=1&x=KM-WfuzL-_uQUL-IuzDwMQ,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 20:15:29,"Futurism","Huge Study Conclusively Debunks the “Gay Gene” Myth",United States,"",http://ct.moreover.com/?a=40065020321&p=1pl&v=1&x=urpWeITzifiHUYUAdUxRuQ,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 20:13:30,"MSN","Nouvel éclairage sur le rôle de la génétique dans l'orientation sexuelle",United States,"",http://ct.moreover.com/?a=40064907425&p=1pl&v=1&x=qy8UFYP7JW44p5JvaRVYyQ,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 20:11:15,"New Zealand Herald","There's no 'gay gene,' but genetics are linked to same-sex behaviour, new study says",New Zealand,"",http://ct.moreover.com/?a=40065124601&p=1pl&v=1&x=nfduqpwLcWGveZ13NpWJIg,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 20:05:49,"The Conversation","'Gay gene' search reveals not one but many – and no way to predict sexuality",Australia,"",http://ct.moreover.com/?a=40066302442&p=1pl&v=1&x=uoZJecdoDsNTQTaFZU5YZQ,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 20:03:00,"New England Public Radio","Search For 'Gay Genes' Comes Up Short In Large New Study",United States,"",http://ct.moreover.com/?a=40064901801&p=1pl&v=1&x=Q_qmtV8YHEWTFGBC_fkVTg,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 20:02:38,"WBUR","Search For 'Gay Genes' Comes Up Short In Large New Study",United States,"",http://ct.moreover.com/?a=40064853879&p=1pl&v=1&x=S6rfpWZ-A5o2AbE0eiM6Kw,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 19:59:46,"KTLA","Genes Contribute to Same-Sex Behavior, But There Are None That Make People Gay, New Study Finds",United States,"",http://ct.moreover.com/?a=40064844240&p=1pl&v=1&x=fWx7_a6RTxuFRV5nzaKIIA,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 19:53:31,"North East Public Radio","Search For 'Gay Genes' Comes Up Short In Large New Study",United States,"",http://ct.moreover.com/?a=40064799150&p=1pl&v=1&x=mOqXKvuCsYLOB_X74uW6rQ,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 19:45:47,"MetroNews US","No 'gay gene', but study finds genetic links to sexual behavior",United States,"",http://ct.moreover.com/?a=40065135443&p=1pl&v=1&x=6xCSsy_KvfRbvOjKpQEOFQ,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 19:45:00,"Northeastern Indiana Public Radio ","Search For 'Gay Genes' Comes Up Short In Large New Study",United States,"",http://ct.moreover.com/?a=40064884561&p=1pl&v=1&x=M4xMH6oVaX29sd4k2tfB-Q,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 19:45:00,"WCBE ","Search For 'Gay Genes' Comes Up Short In Large New Study",United States,"",http://ct.moreover.com/?a=40064903068&p=1pl&v=1&x=CzyKyjPXhx8X7e4YdyM9Ow,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 19:43:35,"WUNC","Search For 'Gay Genes' Comes Up Short In Large New Study",United States,"",http://ct.moreover.com/?a=40064904309&p=1pl&v=1&x=fpqfKzw2DZoo005ZxResng,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 19:36:04,"Newshub","No such thing as 'gay gene' - study",New Zealand,"",http://ct.moreover.com/?a=40064857260&p=1pl&v=1&x=IAeUGlyk3Ctdvu1msuFS8Q,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 19:32:43,"KTEP El Paso","Search For 'Gay Genes' Comes Up Short In Large New Study",United States,"",http://ct.moreover.com/?a=40064689243&p=1pl&v=1&x=2YRpM_Pu0_lwvs-dlFPaaA,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 19:32:00,"Publico ES","El mayor estudio realizado nunca reafirma que el comportamiento sexual no está dictado por los genes",Spain,"",http://ct.moreover.com/?a=40064696596&p=1pl&v=1&x=9fR1baYwdWS05-3pRJyExg,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 19:32:00,"SDPB Radio","Search For 'Gay Genes' Comes Up Short In Large New Study",United States,"",http://ct.moreover.com/?a=40064716653&p=1pl&v=1&x=UDWUYQG48kRBXamsaNAoYg,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 19:32:00,"Voice of America","No 'Gay Gene,' but Study Finds Genetic Links to Sexual Behavior   ",United States,"",http://ct.moreover.com/?a=40064717897&p=1pl&v=1&x=reo7lo2B5XhmLg9uR5TMdQ,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 19:31:45,"Pressfrom","Many Genes Influence Same-Sex Sexuality, Not a Single ‘Gay Gene’",United States,"",http://ct.moreover.com/?a=40064684796&p=1pl&v=1&x=CFLMH38j9rWVITTbSV3Fag,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 19:31:13,"infobae","Un estudio afirmó que son muchos los genes que influyen en la orientación sexual de las personas",Argentina,"",http://ct.moreover.com/?a=40064710911&p=1pl&v=1&x=p3E7zcxsXorRfsf_SM1cVA,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 19:31:00,"Herald Mail Media","There is no single ‘gay gene,’ DNA analysis of nearly half a million people shows",United States,"",http://ct.moreover.com/?a=40064939764&p=1pl&v=1&x=_V6xZ1nq8IFNvVdEjq1ZIg,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
News story,2019-08-29 19:30:26,"Weather herald","Sexual Preference Study Suggests There's Probably No ""Gay Gene""",United States,"",https://weatherherald.com/health/sexual-preference-influenced-genes-matter-66206402,"Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior","Science",,,Article,"06 Biological Sciences; 0604 Genetics","Broad Institute; Harvard University; Institute of Metabolic Science; Karolinska Institute; Massachusetts General Hospital; Metabolomx (United States); NorthShore University HealthSystem; Rigshospitalet; University of Amsterdam; University of Colorado Boulder; University of Gothenburg; University of Miami; University of North Carolina at Chapel Hill; University of Queensland; VU Amsterdam",2019-08-29,7140,https://www.altmetric.com/details/65624745,10.1126/science.aat7693,,,,31467194,,"",,,,,
